Country/area,Technology,Indicator,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Slovakia,Hydropower,Electricity generation (GWh),4975.00,5117.00,5483.00,3672.00,4207.00,4741.00,4566.00,4615.00,4241.33,4603.56,5649.00,4146.19,4439.00,5166.00,4462.00,4137.00,4606.00,4623.00,3879.00,4571.00,,
Slovakia,Renewable hydropower,Electricity generation (GWh),4615.00,4927.00,5268.00,3480.00,4100.00,4638.00,4399.00,4451.00,4039.33,4367.56,5255.00,3778.19,4103.00,4848.00,4209.00,3866.00,4359.00,4324.00,3590.00,4356.00,,
Slovakia,Pumped storage,Electricity generation (GWh),360.00,190.00,215.00,192.00,107.00,103.00,167.00,164.00,202.00,236.00,394.00,368.00,336.00,318.00,253.00,271.00,247.00,299.00,289.00,215.00,,
Slovakia,Marine,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Slovakia,Wind,Electricity generation (GWh),0.00,0.00,0.00,2.00,6.00,6.00,6.00,8.00,7.00,6.00,6.00,5.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,,
Slovakia,Onshore wind energy,Electricity generation (GWh),0.00,0.00,0.00,2.00,6.00,6.00,6.00,8.00,7.00,6.00,6.00,5.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,,
Slovakia,Offshore wind energy,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Slovakia,Solar,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.94,397.00,424.00,588.00,597.00,506.00,533.00,506.00,585.00,589.00,,
Slovakia,Solar photovoltaic,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.94,397.00,424.00,588.00,597.00,506.00,533.00,506.00,585.00,589.00,,
Slovakia,Concentrated solar power,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Slovakia,Bioenergy,Electricity generation (GWh),0.00,154.00,152.00,99.00,20.00,32.00,398.00,475.00,517.00,537.00,662.00,819.00,941.00,911.00,1417.00,1662.00,1731.00,1696.00,1625.00,1693.00,,
Slovakia,Solid biofuels,Electricity generation (GWh),0.00,153.00,150.00,97.00,18.00,27.00,390.00,463.00,502.00,515.00,628.00,706.00,751.00,698.00,938.00,1121.00,1155.00,1102.00,1086.00,1159.00,,
Slovakia,Bagasse,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Slovakia,Renewable municipal waste,Electricity generation (GWh),0.00,0.00,0.00,13.00,15.00,23.00,23.00,22.00,22.00,22.00,22.00,24.00,27.00,21.00,22.00,22.00,26.00,22.00,16.00,29.00,,
Slovakia,Other solid biofuels,Electricity generation (GWh),0.00,153.00,150.00,84.00,3.00,4.00,367.00,441.00,480.00,493.00,606.00,682.00,724.00,677.00,916.00,1099.00,1129.00,1080.00,1070.00,1130.00,,
Slovakia,Liquid biofuels,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Slovakia,Biogas,Electricity generation (GWh),0.00,1.00,2.00,2.00,2.00,5.00,8.00,12.00,15.00,22.00,34.00,113.00,190.00,213.00,479.00,541.00,576.00,594.00,539.00,534.00,,
Slovakia,Geothermal,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Slovenia,Total renewable energy,Electricity generation (GWh),3904.72,3867.74,3414.57,3079.29,4215.13,3575.00,3703.06,3379.41,4307.60,4906.56,4749.10,3880.62,4328.97,5110.74,6610.58,4354.36,5057.67,4447.85,5232.77,5039.62,,
Slovenia,Hydropower,Electricity generation (GWh),3834.72,3795.74,3312.56,2957.29,4094.13,3460.97,3590.92,3265.98,4017.86,4714.59,4702.96,3705.97,4086.87,4923.43,6366.02,4090.18,4782.28,4140.92,4892.99,4682.54,,
Slovenia,Renewable hydropower,Electricity generation (GWh),3834.72,3795.74,3312.56,2957.29,4094.13,3460.97,3590.92,3265.98,4017.86,4714.59,4518.24,3561.92,3899.17,4629.46,6091.55,3807.10,4503.42,3868.34,4704.32,4479.40,,
Slovenia,Pumped storage,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,184.72,144.06,187.70,293.97,274.47,283.07,278.86,272.58,188.67,203.14,,
Slovenia,Marine,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Slovenia,Wind,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.22,4.21,6.03,5.78,5.72,6.02,6.15,,
Slovenia,Onshore wind energy,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.22,4.21,6.03,5.78,5.72,6.02,6.15,,
Slovenia,Offshore wind energy,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Slovenia,Solar,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.04,0.14,0.43,0.74,3.97,12.86,65.70,162.81,215.06,256.82,274.23,267.47,283.87,254.96,303.04,,
Slovenia,Solar photovoltaic,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.04,0.14,0.43,0.74,3.97,12.86,65.70,162.81,215.06,256.82,274.23,267.47,283.87,254.96,303.04,,
Slovenia,Concentrated solar power,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Slovenia,Bioenergy,Electricity generation (GWh),70.00,72.00,102.00,122.00,121.00,114.00,112.00,113.00,289.00,188.00,218.00,253.00,267.00,262.00,258.00,267.00,281.00,289.92,267.46,251.04,,
Slovenia,Solid biofuels,Electricity generation (GWh),58.00,57.00,84.00,98.00,91.00,82.00,76.00,65.00,233.00,120.00,120.00,125.00,114.00,120.00,125.00,131.00,136.00,154.83,142.33,151.46,,
Slovenia,Bagasse,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Slovenia,Renewable municipal waste,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Slovenia,Other solid biofuels,Electricity generation (GWh),58.00,57.00,84.00,98.00,91.00,82.00,76.00,65.00,233.00,120.00,120.00,125.00,114.00,120.00,125.00,131.00,136.00,154.83,142.33,151.46,,
Slovenia,Liquid biofuels,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,4.00,3.00,4.98,6.29,5.22,,
Slovenia,Biogas,Electricity generation (GWh),12.00,15.00,18.00,24.00,30.00,32.00,36.00,48.00,56.00,68.00,98.00,128.00,153.00,141.00,129.00,132.00,142.00,130.11,118.85,94.36,,
Slovenia,Geothermal,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Spain,Total renewable energy,Electricity generation (GWh),34490.00,49295.00,33170.00,55762.00,50137.74,42269.98,52154.97,58290.21,62143.15,74080.00,97776.20,87522.13,86961.88,111405.12,110268.19,97088.71,104632.35,87924.26,103885.26,100968.26,,
Spain,Hydropower,Electricity generation (GWh),31807.00,43864.00,26270.00,43897.00,34439.00,23025.00,29831.00,30522.00,26144.00,29162.00,45511.00,32911.00,24162.00,41052.28,42969.84,31368.00,39865.04,21070.00,36803.00,26874.00,,
Spain,Renewable hydropower,Electricity generation (GWh),28256.00,40888.00,21224.00,40483.00,31084.00,18393.00,25959.00,27309.00,23364.00,26411.00,42304.00,30596.00,20545.00,36865.02,39168.49,28140.00,36395.36,18322.00,34334.00,24646.00,,
Spain,Pumped storage,Electricity generation (GWh),3551.00,2976.00,5046.00,3414.00,3355.00,4632.00,3872.00,3213.00,2780.00,2751.00,3207.00,2315.00,3617.00,4187.26,3801.35,3228.00,3469.68,2748.00,2469.00,2228.00,,
Spain,Marine,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,,
Spain,Wind,Electricity generation (GWh),4727.00,6759.00,9342.00,12075.00,15700.00,21176.00,23297.00,27568.00,32946.00,38117.00,44271.00,42918.00,49472.00,55646.00,52013.00,49325.00,48905.00,49127.00,50896.00,55647.00,,
Spain,Onshore wind energy,Electricity generation (GWh),4727.00,6759.00,9342.00,12075.00,15700.00,21176.00,23297.00,27568.00,32946.00,38117.00,44271.00,42918.00,49472.00,55634.00,52002.00,49314.00,48894.00,49116.00,50885.00,55636.00,,
Spain,Offshore wind energy,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,11.00,11.00,11.00,11.00,11.00,11.00,,
Spain,Solar,Electricity generation (GWh),14.00,17.00,18.00,20.00,23.74,47.98,124.97,515.21,2578.15,6064.00,7186.20,9399.00,11967.62,13095.84,13672.44,13859.45,13642.73,14397.00,12744.00,15103.00,,
Spain,Solar photovoltaic,Electricity generation (GWh),14.00,17.00,18.00,20.00,23.74,47.98,124.97,507.20,2562.00,5961.00,6425.00,7440.00,8192.58,8326.10,8217.64,8266.22,8063.53,8514.00,7877.00,9420.00,,
Spain,Concentrated solar power,Electricity generation (GWh),,0.00,0.00,0.00,0.00,0.00,0.00,8.01,16.15,103.00,761.20,1959.00,3775.04,4769.75,5454.81,5593.24,5579.20,5883.00,4867.00,5683.00,,
Spain,Bioenergy,Electricity generation (GWh),1493.00,1631.00,2586.00,3184.00,3330.00,2653.00,2774.00,2898.00,3255.00,3488.00,4015.00,4609.00,4977.00,5798.00,5414.00,5764.00,5689.00,6078.00,5911.00,5572.00,,
Spain,Solid biofuels,Electricity generation (GWh),1175.00,1303.00,2114.00,2426.00,2505.00,2030.00,2174.00,2290.00,2670.00,2958.00,3167.00,3806.00,4111.00,4825.00,4507.00,4782.00,4783.00,5137.00,4976.00,4655.00,,
Spain,Bagasse,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Spain,Renewable municipal waste,Electricity generation (GWh),334.00,334.00,283.00,331.00,291.00,451.00,601.00,737.00,782.00,761.00,659.00,795.00,715.00,682.00,686.00,768.00,735.00,772.00,755.00,770.00,,
Spain,Other solid biofuels,Electricity generation (GWh),841.00,969.00,1831.00,2095.00,2214.00,1579.00,1573.00,1553.00,1888.00,2197.00,2508.00,3011.00,3396.00,4143.00,3821.00,4014.00,4048.00,4365.00,4221.00,3885.00,,
Spain,Liquid biofuels,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,13.00,,
Spain,Biogas,Electricity generation (GWh),318.00,328.00,472.00,758.00,825.00,623.00,600.00,608.00,585.00,530.00,848.00,803.00,866.00,973.00,907.00,982.00,906.00,941.00,923.00,904.00,,
Spain,Geothermal,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Sweden,Total renewable energy,Electricity generation (GWh),83140.42,83320.52,71144.67,58730.82,68186.31,81231.05,71067.80,77424.51,81408.32,79810.02,82085.49,84088.10,98309.10,82688.26,85741.07,102496.58,89126.94,95058.10,91153.10,98933.10,,
Sweden,Hydropower,Electricity generation (GWh),78619.00,79082.00,66395.00,53598.00,60178.33,72874.13,61855.38,66261.92,69211.50,65976.68,66500.79,66556.00,79058.00,61495.86,63871.43,75439.75,62136.56,65168.00,62250.00,65393.00,,
Sweden,Renewable hydropower,Electricity generation (GWh),78584.00,79060.00,66360.00,53540.00,60123.33,72803.00,61722.21,66159.37,69069.32,65852.07,66397.79,66434.00,78932.00,61361.16,63762.97,75312.48,62017.84,65143.00,62210.00,65371.00,,
Sweden,Pumped storage,Electricity generation (GWh),35.00,22.00,35.00,58.00,55.00,71.13,133.18,102.55,142.18,124.61,103.00,122.00,126.00,134.71,108.46,127.27,118.72,25.00,40.00,22.00,,
Sweden,Marine,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,,
Sweden,Wind,Electricity generation (GWh),457.00,482.00,608.00,679.00,860.00,935.00,984.00,1426.00,1998.00,2491.00,3487.00,6107.00,7164.00,9842.00,11235.00,16322.00,15479.00,17609.00,16623.00,19847.00,,
Sweden,Onshore wind energy,Electricity generation (GWh),429.84,418.93,527.41,598.41,801.18,870.94,928.04,1318.46,1629.55,2110.71,3067.06,5621.54,6704.82,9373.58,10566.45,15607.71,14870.84,16939.00,15953.00,19177.00,,
Sweden,Offshore wind energy,Electricity generation (GWh),27.16,63.07,80.59,80.59,58.82,64.06,55.96,107.54,368.45,380.29,419.94,485.46,459.18,468.42,668.56,714.29,608.16,670.00,670.00,670.00,,
Sweden,Solar,Electricity generation (GWh),1.42,1.52,1.67,1.82,1.98,2.13,2.43,3.14,4.00,7.00,8.60,11.00,19.00,35.00,47.00,97.00,143.00,230.00,407.00,679.00,,
Sweden,Solar photovoltaic,Electricity generation (GWh),1.42,1.52,1.67,1.82,1.98,2.13,2.43,3.14,4.00,7.00,8.60,11.00,19.00,35.00,47.00,97.00,143.00,230.00,407.00,679.00,,
Sweden,Concentrated solar power,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Sweden,Bioenergy,Electricity generation (GWh),4098.00,3777.00,4175.00,4510.00,7201.00,7490.92,8359.17,9836.00,10337.00,11459.95,12192.00,11536.00,12194.00,11450.00,10696.00,10765.00,11487.00,12076.00,11913.00,13036.00,,
Sweden,Solid biofuels,Electricity generation (GWh),4066.00,3756.00,4148.00,4447.00,7104.00,7371.92,8071.17,9605.00,10201.00,11150.95,11976.00,11501.00,12169.00,11311.00,10633.00,10726.00,11430.00,12028.00,11851.00,12987.00,,
Sweden,Bagasse,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Sweden,Renewable municipal waste,Electricity generation (GWh),96.00,90.00,112.00,142.00,493.00,524.00,568.00,1109.00,1269.00,1048.00,1716.00,1860.00,1662.00,1702.00,1626.00,1749.00,1681.00,1778.00,1656.00,1767.00,,
Sweden,Other solid biofuels,Electricity generation (GWh),3970.00,3666.00,4036.00,4305.00,6611.00,6847.92,7503.17,8496.00,8932.00,10102.95,10260.00,9641.00,10507.00,9609.00,9007.00,8977.00,9749.00,10250.00,10195.00,11220.00,,
Sweden,Liquid biofuels,Electricity generation (GWh),0.00,0.00,0.00,0.00,36.00,65.00,242.00,167.00,106.00,275.00,180.00,2.00,5.00,119.00,49.00,28.00,46.00,37.00,52.00,32.00,,
Sweden,Biogas,Electricity generation (GWh),32.00,21.00,27.00,63.00,61.00,54.00,46.00,64.00,30.00,34.00,36.00,33.00,20.00,20.00,14.00,11.00,11.00,11.00,10.00,17.00,,
Sweden,Geothermal,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Switzerland,Total renewable energy,Electricity generation (GWh),37691.00,42206.00,36104.00,35735.00,34751.00,32279.00,32141.00,36478.00,37326.00,37034.00,37472.00,34017.00,40527.00,40676.00,40669.00,41110.00,37809.00,37762.00,38878.00,42238.00,,
Switzerland,Hydropower,Electricity generation (GWh),38230.00,42684.00,36878.00,36810.00,35468.00,33086.00,32883.00,36737.00,37935.00,37508.00,37825.00,34133.00,40305.00,39968.00,39701.00,39881.00,36689.00,37033.00,37803.00,40962.00,,
Switzerland,Renewable hydropower,Electricity generation (GWh),36835.00,41308.00,35168.00,34765.00,33748.00,31226.00,30960.00,35249.00,36037.00,35724.00,36062.00,32389.00,38601.00,38461.00,38036.00,38258.00,34623.00,34092.00,34985.00,38040.00,,
Switzerland,Pumped storage,Electricity generation (GWh),1395.00,1376.00,1710.00,2045.00,1720.00,1860.00,1923.00,1488.00,1898.00,1784.00,1763.00,1744.00,1704.00,1507.00,1665.00,1623.00,2066.00,2941.00,2818.00,2922.00,,
Switzerland,Marine,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Switzerland,Wind,Electricity generation (GWh),3.00,4.00,5.00,5.00,6.00,8.00,15.00,16.00,19.00,23.00,37.00,70.00,88.00,90.00,101.00,110.00,109.00,133.00,122.00,146.00,,
Switzerland,Onshore wind energy,Electricity generation (GWh),3.00,4.00,5.00,5.00,6.00,8.00,15.00,16.00,19.00,23.00,37.00,70.00,88.00,90.00,101.00,110.00,109.00,133.00,122.00,146.00,,
Switzerland,Offshore wind energy,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Switzerland,Solar,Electricity generation (GWh),11.00,13.00,15.00,18.00,18.00,21.00,24.00,29.00,37.00,54.00,94.00,168.00,300.00,500.00,842.00,1119.00,1333.00,1683.00,1945.00,2178.00,,
Switzerland,Solar photovoltaic,Electricity generation (GWh),11.00,13.00,15.00,18.00,18.00,21.00,24.00,29.00,37.00,54.00,94.00,168.00,300.00,500.00,842.00,1119.00,1333.00,1683.00,1945.00,2178.00,,
Switzerland,Concentrated solar power,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Switzerland,Bioenergy,Electricity generation (GWh),842.00,881.00,916.00,947.00,979.00,1024.00,1142.00,1184.00,1233.00,1233.00,1279.00,1390.00,1538.00,1625.00,1690.00,1623.00,1744.00,1854.00,1826.00,1874.00,,
Switzerland,Solid biofuels,Electricity generation (GWh),694.00,725.00,764.00,796.00,835.00,879.00,988.00,1016.00,1057.00,1042.00,1070.00,1161.00,1278.00,1346.00,1400.00,1320.00,1423.00,1521.00,1475.00,1501.00,,
Switzerland,Bagasse,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Switzerland,Renewable municipal waste,Electricity generation (GWh),635.00,680.00,708.00,722.00,763.00,806.00,908.00,890.00,912.00,877.00,919.00,954.00,1006.00,1042.00,1102.00,1106.00,1175.00,1174.00,1164.00,1173.00,,
Switzerland,Other solid biofuels,Electricity generation (GWh),59.00,45.00,56.00,74.00,72.00,73.00,80.00,126.00,145.00,165.00,151.00,207.00,272.00,304.00,298.00,214.00,248.00,347.00,311.00,328.00,,
Switzerland,Liquid biofuels,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Switzerland,Biogas,Electricity generation (GWh),148.00,156.00,152.00,151.00,144.00,145.00,154.00,168.00,176.00,191.00,209.00,229.00,260.00,279.00,290.00,303.00,321.00,333.00,351.00,373.00,,
Switzerland,Geothermal,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
UK,Total renewable energy,Electricity generation (GWh),12664.00,9548.64,11127.69,10618.99,14138.12,16937.63,18105.91,19689.14,21846.75,25244.51,26182.13,35213.28,41249.64,53215.40,64523.37,82576.31,82981.25,98871.27,110038.12,120505.01,,
UK,Hydropower,Electricity generation (GWh),7780.00,6477.76,7439.58,5961.55,7492.55,7851.29,8445.75,8936.53,9230.13,8913.19,6741.76,8597.31,8276.03,7605.36,8771.22,9036.69,8329.63,8753.90,7942.29,7691.24,,
UK,Renewable hydropower,Electricity generation (GWh),7780.00,4055.71,4787.92,3227.67,4844.00,4921.53,4593.15,5077.30,5141.19,5227.92,3591.33,5691.75,5309.57,4701.48,5887.74,6297.27,5370.41,5881.87,5443.84,5934.83,,
UK,Pumped storage,Electricity generation (GWh),0.00,2422.05,2651.66,2733.88,2648.55,2929.76,3852.60,3859.23,4088.94,3685.28,3150.43,2905.56,2966.46,2903.89,2883.48,2739.42,2959.22,2872.03,2498.45,1756.41,,
UK,Marine,Electricity generation (GWh),0.00,0.02,0.05,0.03,0.04,0.03,0.01,0.02,0.04,0.63,1.88,0.94,4.20,4.76,2.22,2.00,0.01,4.19,9.30,13.99,,
UK,Wind,Electricity generation (GWh),947.00,965.09,1256.02,1285.35,1935.08,2903.89,4225.05,5273.82,7121.53,9280.97,10285.64,15962.97,19847.12,28397.02,31959.32,40274.72,37159.42,49641.12,56906.35,64334.84,,
UK,Onshore wind energy,Electricity generation (GWh),946.00,960.09,1251.02,1275.35,1736.08,2500.89,3574.05,4490.82,5786.53,7526.97,7225.97,10813.94,12243.95,16925.24,18554.73,22851.98,20753.68,28725.20,30381.15,32359.69,,
UK,Offshore wind energy,Electricity generation (GWh),1.00,5.00,5.00,10.00,199.00,403.00,651.00,783.00,1335.00,1754.00,3059.67,5149.03,7603.17,11471.78,13404.59,17422.74,16405.74,20915.92,26525.20,31975.15,,
UK,Solar,Electricity generation (GWh),1.00,1.82,2.70,2.95,4.01,8.18,10.70,14.00,17.00,20.00,40.28,243.62,1353.75,2010.16,4054.09,7532.86,10395.11,11461.94,12735.51,12918.07,,
UK,Solar photovoltaic,Electricity generation (GWh),1.00,1.82,2.70,2.95,4.01,8.18,10.70,14.00,17.00,20.00,40.28,243.62,1353.75,2010.16,4054.09,7532.86,10395.11,11461.94,12735.51,12918.07,,
UK,Concentrated solar power,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
UK,Bioenergy,Electricity generation (GWh),3936.00,4526.00,5081.00,6103.00,7355.00,9104.00,9277.00,9324.00,9567.00,10715.00,12263.00,13314.00,14735.00,18102.00,22620.00,28469.46,30056.30,31882.15,34943.12,37303.28,,
UK,Solid biofuels,Electricity generation (GWh),1381.00,1656.00,2035.00,2494.00,2911.00,4338.00,4395.00,4138.00,4302.00,5150.00,6204.00,6983.00,8292.00,11447.00,15723.00,22005.74,22245.35,23999.12,27249.76,29734.07,,
UK,Bagasse,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
UK,Renewable municipal waste,Electricity generation (GWh),840.00,880.00,908.00,965.00,971.00,964.00,1083.00,1189.00,1240.00,1509.00,1529.00,1504.00,1773.00,1649.00,1900.00,2582.43,2730.38,3373.57,3479.59,3799.05,,
UK,Other solid biofuels,Electricity generation (GWh),541.00,776.00,1127.00,1529.00,1940.00,3374.00,3312.00,2949.00,3062.00,3641.00,4675.00,5479.00,6519.00,9798.00,13823.00,19423.32,19514.97,20625.55,23770.18,25935.02,,
UK,Liquid biofuels,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
UK,Biogas,Electricity generation (GWh),2555.00,2870.00,3046.00,3609.00,4444.00,4766.00,4882.00,5186.00,5265.00,5565.00,6059.00,6331.00,6443.00,6655.00,6897.00,6463.72,7810.95,7883.03,7693.36,7569.21,,
UK,Geothermal,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
